issue,row_index,source,file_name,label,label_name,text
short_text,43748,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,td td td td
short_text,43768,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,b dl uvqaxoo
short_text,43926,setfit_enron_spam,setfit_enron_spam.csv,1,spam,1 1
short_text,44142,locuoco_big_spam_ham_phish_300k,0001.parquet,0,ham,missed good oprah
short_text,44403,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,whats good jaaw
short_text,44536,setfit_enron_spam,setfit_enron_spam.csv,1,spam,re [ 2 ] :
short_text,45488,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,know face kaakehaan
short_text,45651,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,gbhzivjwl
short_text,45770,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,b
short_text,46361,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,hi soul mate
short_text,46615,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,"good day .
adiu"
short_text,46756,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,tenaebeoheg fwz e
short_text,47118,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,"buenos dias !
aloha"
short_text,47403,locuoco_big_spam_ham_phish_300k,0001.parquet,0,ham,get dr bob week
short_text,47460,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,wcvvrqvulnl
short_text,47717,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,b bdiwjuslv
short_text,47743,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,risk management doc
short_text,47788,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,goodbye
short_text,48569,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,angelozzi dont like
short_text,49189,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,s nsmzl j yra r
short_text,49494,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,w thux
short_text,50076,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,pardner
short_text,50377,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,cw see attached
short_text,50771,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,would would yokwe
short_text,51272,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,kansas
short_text,51392,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,call get sec
short_text,51542,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,tn qixcq rd
short_text,51581,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,http taa nepel com
short_text,51714,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,puwpfbu
short_text,52085,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,available
short_text,52167,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,kg o
short_text,52400,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,done
short_text,52817,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,nice night
short_text,52827,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,starting figure
short_text,53277,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,276366
short_text,53460,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,font xqfcqmai
short_text,53548,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,as promised . . . .
short_text,53691,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,see attached files
short_text,53849,locuoco_big_spam_ham_phish_300k,0001.parquet,0,ham,love
short_text,54083,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,revised quantum
short_text,54092,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,ofxeej ypojx rq
short_text,54099,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,nehru
short_text,54417,locuoco_big_spam_ham_phish_300k,0001.parquet,0,ham,go
short_text,54503,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,td td td
short_text,54621,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,br ur ksoxste
short_text,54830,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,name
short_text,54838,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,hello caw
short_text,55391,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,new additions .
short_text,55498,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,nice picture !
short_text,55815,locuoco_big_spam_ham_phish_300k,0001.parquet,0,ham,hey dont forget
short_text,55831,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,m w thux
short_text,55935,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,"got it .
stuart"
short_text,56252,locuoco_big_spam_ham_phish_300k,0001.parquet,0,ham,blessed day
short_text,56497,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,p
short_text,57114,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,purport
short_text,57268,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,dork
short_text,57712,locuoco_big_spam_ham_phish_300k,0001.parquet,0,ham,amy big ear
short_text,57876,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,sent mark muller
short_text,58025,setfit_enron_spam,setfit_enron_spam.csv,0,ham,geir ' s goals )
short_text,58411,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,hi vidaaya
short_text,58796,locuoco_big_spam_ham_phish_300k,0001.parquet,0,ham,are you gone yet
short_text,58866,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,"shaquana
bye : - )"
short_text,59084,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,slodb ctd rwv
short_text,59386,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,congrads ! ! ! !
short_text,59516,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,harry still alive
short_text,59880,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,hey baby ma'uk rae
short_text,59930,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,ready escapelong
short_text,60718,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,r htgi q b
short_text,61889,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,please remove me
short_text,62062,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,thank you bernie
short_text,62119,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,- hplo 916 . xls
short_text,62130,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,westpricesforrita
short_text,62338,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,gone yet
short_text,62366,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,nbs p
short_text,62496,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,guten tag babay
short_text,62688,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,¬ý¤£¨ì¹ï½ð«ö¦¹¶i¤j
short_text,62850,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,ave dong maber
short_text,62948,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,gcm
short_text,63244,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,youre driving crazy
short_text,63484,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,click to order r me
short_text,63485,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,dwxvcqzfykf bkfl
short_text,63608,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,requested
short_text,63730,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,tid znpuqzk htf wj
short_text,63732,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,q
short_text,63873,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,slim
short_text,63931,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,you're lying
short_text,63957,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,http zzw afeet com
short_text,63996,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,jcsv dth vkkzef
short_text,64153,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,"please
remove me"
short_text,64386,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,mean
short_text,64503,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,aw p
short_text,64628,locuoco_big_spam_ham_phish_300k,0001.parquet,0,ham,loves baby
short_text,64780,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,count me in tam
short_text,65048,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,tl get 200 free
short_text,65054,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,go ac
short_text,65509,setfit_enron_spam,setfit_enron_spam.csv,1,spam,hi here
short_text,65585,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,jpow z
short_text,65971,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,eric bass message
short_text,66000,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,w ser qifng
short_text,66747,locuoco_big_spam_ham_phish_300k,0001.parquet,0,ham,here we go
short_text,67095,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,i rfcmd i
short_text,67607,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,cp co vmqvnntnmj
short_text,67884,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,paul choi
short_text,67886,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,are you ready to go
short_text,67992,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,hows tricks nipa ia
short_text,68005,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,shtvpsdscwkzupqiq
short_text,68204,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,please post
short_text,68531,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,t azldj ebom zve e
short_text,68967,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,priceless
short_text,68979,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,nceflzurwd r
short_text,69274,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,brad
short_text,69340,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,thanks
short_text,69448,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,zhyv b lsvs i mf a
short_text,69846,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,u type ew tlmbox
short_text,69908,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,yrssuvqndtl pfqa
short_text,70089,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,td ciuxav
short_text,70170,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,untitled document
short_text,71332,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,ya think
short_text,71465,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,this is funny
short_text,71517,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,ave fenynm ual
short_text,71713,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,awesome jeff golden
short_text,71967,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,plenty jobs dallas
short_text,71999,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,excuse ciao
short_text,72679,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,adf
short_text,73155,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,dnvvkkkxrd inl oo
short_text,73296,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,buenos tardes adios
short_text,73512,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,portland promo doc
short_text,74217,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,sgsdqaswywo
short_text,74415,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,wqhl
short_text,74511,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,bnx j dxepdb ly b
short_text,74688,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,tomorrow escapelong
short_text,75245,locuoco_big_spam_ham_phish_300k,0001.parquet,0,ham,thank you jp
short_text,75513,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,bz cz c
